Simplified protein IDs	Gene name	MitoCoP disease association	Functional MitoCoP classification	MitoCoP	MitoCoP identified/ validated	MitoCoP identified	MitoCoP validated	MitoCoP disease gene	References	UniProt: involvement in disease	DisGeNET disease ID (curated associations)	OMIM	Phenotype MIM number	Half-live (HeLa) [h]	Half-life (Hu7) h	tomm40 Importomics	Mean Log2 Ratio tomm40KD/mock	p-Value	Mean mito-copies per cell (≥2/3 Reps)	Mean copy numbers per cell (≥2/3 Reps)	Category	Integral [%]	Membrane-associated [%]
O43678	NDUFA2	Central nervous system;Metabolism;Ophthalmic system;Cardiovascular system	OXPHOS complex subunits	1				1	"Hoefs, S. J., Dieteren, C. E., Distelmaier, F., Janssen, R. J., Epplen, A., Swarts, H. G., Forkink, M., Rodenburg, R. J., Nijtmans, L. G., Willems, P. H., Smeitink, J. A., and van den Heuvel, L. P. (2008) NDUFA2 complex I mutation leads to Leigh disease. Am. J. Hum. Genet. 82, 1306-1315"		C0006142;C0023264;C0023520;C0024623;C0038356;C0235874;C0543888;C0751267;C0751268;C0751651;C1708349;C2751843	602137	618235	25.34255282	49.44190025	Class 1	-2.292069999	2.65369E-06	787183.7418	758193.6667	Ambiguous	62.26124392	85.92723316
O00483	NDUFA4	Central nervous system;Metabolism;Failure to thrive;Peripheral nervous system;Others	OXPHOS assembly & stability	1				1	"Pitceathly, Robert D. S., Rahman, S., Wedatilake, Y., Polke, James M., Cirak, S., Foley, A. R., Sailer, A., Hurles, Matthew E., Stalker, J., Hargreaves, I., Woodward, Cathy E., Sweeney, Mary G., Muntoni, F., Houlden, H., Taanman, J.-W., and Hanna, Michael G. (2013) NDUFA4 Mutations Underlie Dysfunction of a Cytochrome c Oxidase Subunit Linked to Human Neurological Disease. Cell Reports 3, 1795-1805"	"DISEASE: Leigh syndrome (LS) [MIM:256000]: An early-onset progressive neurodegenerative disorder characterized by the presence of focal, bilateral lesions in one or more areas of the central nervous system including the brainstem, thalamus, basal ganglia, cerebellum and spinal cord. Clinical features depend on which areas of the central nervous system are involved and include subacute onset of psychomotor retardation, hypotonia, ataxia, weakness, vision loss, eye movement abnormalities, seizures, and dysphagia. {ECO:0000269|PubMed:23746447}. Note=The disease is caused by mutations affecting the gene represented in this entry."	C0751651	603833		7.547889393	11.31425347	Class 1	-2.350429724	7.99639E-05	1466869.635	1439981.667	Integral	97.08718606	97.62370042
P56556	NDUFA6	"Central nervous system;Metabolism;Ophthalmic system;Congenital anomalies and dysmorphisms, intrauterine abnormalities;Pulmonary system ;Gastrointestinal system;Hematologic system"	OXPHOS complex subunits	1				1	"Alston, C. L., Heidler, J., Dibley, M. G., Kremer, L. S., Taylor, L. S., Fratter, C., French, C. E., Glasgow, R. I. C., Feichtinger, R. G., Delon, I., Pagnamenta, A. T., Dolling, H., and 19 others. Bi-allelic mutations in NDUFA6 establish its role in early-onset isolated mitochondrial complex I deficiency. Am. J. Hum. Genet. 103: 592-601, 2018."			602138	618253	13.36362725	NaN	Class 1	-1.541980185	3.96836E-05	584019.4294	335007.3333	Peripheral	50.65706783	94.98024597
P51970	NDUFA8	"Central nervous system;Metabolism;Congenital anomalies and dysmorphisms, intrauterine abnormalities;Failure to thrive;Cardiovascular system;Pulmonary system ;Muscular system;Others"	OXPHOS complex subunits	1				1	"Yatsuka Y, Kishita Y, Formosa LE, Shimura M, Nozaki F, Fujii T, Nitta KR, Ohtake A, Murayama K, Ryan MT, Okazaki Y. A homozygous variant in NDUFA8 is associated with developmental delay, microcephaly, and epilepsy due to mitochondrial complex I deficiency. Clin Genet. 2020 Aug;98(2):155-165. Tort F, Barredo E, Parthasarathy R, Ugarteburu O, Ferrer-Cortès X, García-Villoria J, Gort L, González-Quintana A, Martín MA, Fernández-Vizarra E, Zeviani M, Ribes A. Biallelic mutations in NDUFA8 cause complex I deficiency in two siblings with favorable clinical evolution. Mol Genet Metab. 2020 Nov;131(3):349-357. "			603359	619272	44.98746324	81.19944561	Class 1	-2.861536923	3.21013E-05	713262.0052	812775.3333	Integral	68.9696161	90.89001857
Q16795	NDUFA9	Central nervous system;Metabolism;Ophthalmic system;Pulmonary system ;Ears	OXPHOS complex subunits	1				1	"van den Bosch, B. J., Gerards, M., Sluiter, W., Stegmann, A. P., Jongen, E. L., Hellebrekers, D. M., Oegema, R., Lambrichs, E. H., Prokisch, H., Danhauser, K., Schoonderwoerd, K., de Coo, I. F., and Smeets, H. J. (2012) Defective NDUFA9 as a novel cause of neonatally fatal complex I disease. J Med Genet 49, 10-15"	"DISEASE: Leigh syndrome (LS) [MIM:256000]: An early-onset progressive neurodegenerative disorder characterized by the presence of focal, bilateral lesions in one or more areas of the central nervous system including the brainstem, thalamus, basal ganglia, cerebellum and spinal cord. Clinical features depend on which areas of the central nervous system are involved and include subacute onset of psychomotor retardation, hypotonia, ataxia, weakness, vision loss, eye movement abnormalities, seizures, and dysphagia. {ECO:0000269|PubMed:22114105}. Note=The disease is caused by mutations affecting the gene represented in this entry."	C0023264;C0751267;C0751268;C0751651;C1838951;C1850597;C1850598;C1850599;C1850600;C2931891;C3714756	603834	618247	20.96238182	42.66516599	Class 4	-0.267487979	0.020047307	583238.6508	627558.6667	Integral	89.07818204	96.92794405
Q9Y375	NDUFAF1	Metabolism;Ophthalmic system;Failure to thrive;Cardiovascular system;Muscular system	OXPHOS assembly & stability	1				1	"Dunning, C. J., McKenzie, M., Sugiana, C., Lazarou, M., Silke, J., Connelly, A., Fletcher, J. M., Kirby, D. M., Thorburn, D. R., and Ryan, M. T. (2007) Human CIA30 is involved in the early assembly of mitochondrial complex I and mutations in its gene cause disease. EMBO J 26, 3227-3237"		C0023520;C0751651;C1838979;C2936907	606934	618234	27.87373272	NaN	Class 1	-1.816200762	0.000186088	162768.7877	180703.6333	Peripheral	46.20495883	94.72584714
Q8N183	NDUFAF2	Central nervous system;Metabolism;Ophthalmic system;Failure to thrive;Gastrointestinal system;Kidney and urinary tract	OXPHOS assembly & stability	1				1	"Ogilvie, I., Kennaway, N. G., and Shoubridge, E. A. (2005) A molecular chaperone for mitochondrial complex I assembly is mutated in a progressive encephalopathy. J Clin Invest 115, 2784-2792"	"DISEASE: Leigh syndrome (LS) [MIM:256000]: An early-onset progressive neurodegenerative disorder characterized by the presence of focal, bilateral lesions in one or more areas of the central nervous system including the brainstem, thalamus, basal ganglia, cerebellum and spinal cord. Clinical features depend on which areas of the central nervous system are involved and include subacute onset of psychomotor retardation, hypotonia, ataxia, weakness, vision loss, eye movement abnormalities, seizures, and dysphagia. {ECO:0000269|PubMed:20571988}. Note=The disease is caused by mutations affecting the gene represented in this entry.;DISEASE: Mitochondrial complex I deficiency (MT-C1D) [MIM:252010]: A disorder of the mitochondrial respiratory chain that causes a wide range of clinical manifestations from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. {ECO:0000269|PubMed:16200211}. Note=The disease is caused by mutations affecting the gene represented in this entry."	C0023264;C0543888;C0751267;C0751268;C0751651;C0752107;C0752109;C0752110;C1838979;C2936907;C3714756	609653	618233	91.14387688	130.7814185	Class 1	-2.472018445	3.41489E-05	735647.0711	655200.6667	Ambiguous	61.3519522	76.31910345
Q9BU61	NDUFAF3	"Central nervous system;Metabolism;Ophthalmic system;Congenital anomalies and dysmorphisms, intrauterine abnormalities"	OXPHOS assembly & stability	1				1	"Saada, A., Vogel, R. O., Hoefs, S. J., van den Brand, M. A., Wessels, H. J., Willems, P. H., Venselaar, H., Shaag, A., Barghuti, F., Reish, O., Shohat, M., Huynen, M. A., Smeitink, J. A., van den Heuvel, L. P., and Nijtmans, L. G. (2009) Mutations in NDUFAF3 (C3ORF60), encoding an NDUFAF4 (C6ORF66)-interacting complex I assembly protein, cause fatal neonatal mitochondrial disease. Am. J. Hum. Genet. 84, 718-727"	"DISEASE: Mitochondrial complex I deficiency (MT-C1D) [MIM:252010]: A disorder of the mitochondrial respiratory chain that causes a wide range of clinical manifestations from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. {ECO:0000269|PubMed:19463981}. Note=The disease is caused by mutations affecting the gene represented in this entry."	C0543888;C0751651;C1838979;C2936907;C3714756	612911	618240	47.83452615	36.08464734	Class 1	-2.204808555	0.000434446	344218.5121	333367	Integral	84.8206809	92.18257939
Q9P032	NDUFAF4	Central nervous system;Metabolism;Failure to thrive;Cardiovascular system;Muscular system;Skeletal system	OXPHOS assembly & stability	1				1	"Saada, A., Edvardson, S., Rapoport, M., Shaag, A., Amry, K., Miller, C., Lorberboum-Galski, H., and Elpeleg, O. (2008) C6ORF66 is an assembly factor of mitochondrial complex I. Am. J. Hum. Genet. 82, 32-38"	"DISEASE: Mitochondrial complex I deficiency (MT-C1D) [MIM:252010]: A disorder of the mitochondrial respiratory chain that causes a wide range of clinical manifestations from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. {ECO:0000269|PubMed:18179882}. Note=The disease is caused by mutations affecting the gene represented in this entry."	C0543888;C0751651;C1838979;C2936907	611776	618237	207.6392105	69.92985499	Class 1	-2.234471045	2.18339E-05	586984.4851	504013	Integral	76.06099562	97.16333272
Q5TEU4	NDUFAF5	"Central nervous system;Metabolism;Congenital anomalies and dysmorphisms, intrauterine abnormalities;Endocrine system"	OXPHOS assembly & stability	1				1	"Sugiana, C., Pagliarini, D. J., McKenzie, M., Kirby, D. M., Salemi, R., Abu-Amero, K. K., Dahl, H. H., Hutchison, W. M., Vascotto, K. A., Smith, S. M., Newbold, R. F., Christodoulou, J., Calvo, S., Mootha, V. K., Ryan, M. T., and Thorburn, D. R. (2008) Mutation of C20orf7 disrupts complex I assembly and causes lethal neonatal mitochondrial disease. Am. J. Hum. Genet.  83, 468-478"	"DISEASE: Leigh syndrome (LS) [MIM:256000]: An early-onset progressive neurodegenerative disorder characterized by the presence of focal, bilateral lesions in one or more areas of the central nervous system including the brainstem, thalamus, basal ganglia, cerebellum and spinal cord. Clinical features depend on which areas of the central nervous system are involved and include subacute onset of psychomotor retardation, hypotonia, ataxia, weakness, vision loss, eye movement abnormalities, seizures, and dysphagia. {ECO:0000269|PubMed:19542079, ECO:0000269|PubMed:21607760}. Note=The disease is caused by mutations affecting the gene represented in this entry.;DISEASE: Mitochondrial complex I deficiency (MT-C1D) [MIM:252010]: A disorder of the mitochondrial respiratory chain that causes a wide range of clinical manifestations from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. {ECO:0000269|PubMed:18940309}. Note=The disease is caused by mutations affecting the gene represented in this entry."	C0023264;C0543888;C0751651;C1838951;C1838979;C1850597;C1850598;C1850599;C1850600;C2931891;C2936907;C3714756	612360	618238	207.0009555	NaN	Class 1	-1.278576845	0.004498116	25640.58062	25269.83333	Peripheral	5.912490699	86.06035433
Q330K2	NDUFAF6	Central nervous system;Metabolism	OXPHOS assembly & stability	1				1	"Pagliarini, D. J., Calvo, S. E., Chang, B., Sheth, S. A., Vafai, S. B., Ong, S. E., Walford, G. A., Sugiana, C., Boneh, A., Chen, W. K., Hill, D. E., Vidal, M., Evans, J. G., Thorburn, D. R., Carr, S. A., and Mootha, V. K. (2008) A mitochondrial protein compendium elucidates complex I disease biology. Cell 134, 112-123"	"DISEASE: Mitochondrial complex I deficiency (MT-C1D) [MIM:252010]: A disorder of the mitochondrial respiratory chain that causes a wide range of clinical manifestations from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. {ECO:0000269|PubMed:18614015, ECO:0000269|PubMed:22019594, ECO:0000269|PubMed:26741492}. Note=The disease is caused by mutations affecting the gene represented in this entry."	C0023264;C0751267;C0751268;C0751651;C1838979;C2936907	612392	618239	Infinite	NaN	Class 1	-1.528093411	0.000387841	26866.86184	15609.96667	Peripheral	19.24779807	95.59905634
Q7L592	NDUFAF7	Ophthalmic system	OXPHOS assembly & stability	1				1	"Wang B, Liu Y, Chen S, Wu Y, Lin S, Duan Y, Zheng K, Zhang L, Gu X, Hong W, Shao H, Zeng X, Sun B, Duan S. Invest Ophthalmol Vis Sci. 2017 Aug 1;58(10):4182-4192."	"DISEASE: Note=Defects in NDUFAF7 may be a cause of susceptibility to pathologic myopia, a genetically heterogeneous disorder characterized by extreme, familial, early-onset vision loss and described as myopia accompanied by severe deformation of the eye besides excessive elongation of the eye. {ECO:0000269|PubMed:28837730}."		615898		64.39985382	NaN	Class 1	-1.807799068	0.00028713	111707.3628	146459.0667	Peripheral	15.29393474	96.52209443
A1L188	NDUFAF8	"Central nervous system;Metabolism;Ophthalmic system;Congenital anomalies and dysmorphisms, intrauterine abnormalities;Failure to thrive;Pulmonary system ;Gastrointestinal system"	OXPHOS assembly & stability	1				1	"Alston, C. L., Veling, M. T., Heidler, J., Taylor, L. S., Alaimo, J. T., Sung, A. Y., He, L., Hopton, S., Broomfield, A., Pavaine, J., Diaz, J., Leon, E., Wolf, P., McFarland, R., Prokisch, H., Wortmann, S. B., Bonnen, P. E., Wittig, I., Pagliarini, D. J., Taylor, R. W. Pathogenic bi-allelic mutations in NDUFAF8 cause Leigh syndrome with an isolated complex I deficiency. Am. J. Hum. Genet. 106: 92-101, 2020."			618461	618776	127.445285	140.3654972	Class 1	-0.953705946	0.001985696	23313.37306	16729.47	Ambiguous	15.88973141	47.17988048
O96000	NDUFB10	"Metabolism;Congenital anomalies and dysmorphisms, intrauterine abnormalities;Cardiovascular system;Pulmonary system "	OXPHOS complex subunits	1				1	"Friederich, M. W., Erdogan, A. J., Coughlin, C. R., 2nd, Elos, M. T., Jiang, H., O'Rourke, C. P., Lovell, M. A., Wartchow, E., Gowan, K., Chatfield, K. C., Chick, W. S., Spector, E. B., Van Hove, J. L. K., and Riemer, J. (2017) Mutations in the accessory subunit NDUFB10 result in isolated complex I deficiency and illustrate the critical role of intermembrane space import for complex I holoenzyme assembly. Hum Mol Genet 26, 702-716"		C0751651;C2936907	603843		36.08056901	NaN	Class 1	-1.892019874	9.00879E-05	821782.994	931173	Integral	96.40940204	91.61036832
